,Subject,Condition,Trial,Time_Box,Days_Past,RT,Total.Number.of.People,Unique.Within.Day,Unique.Overall,Specific.Description,Vague.Description
448,2056,Forward Recall,forward,morning,1,6253.3,2,2,0,2,0
449,2056,Forward Recall,forward,midday,1,7979.4,3,1,1,3,0
450,2056,Forward Recall,forward,evening,1,4355.9,3,0,0,3,0
451,2057,Forward Recall,forward,morning,4,20346.2,8,8,8,8,0
452,2057,Forward Recall,forward,midday,4,18944.5,4,4,4,4,0
453,2057,Forward Recall,forward,evening,4,8524,4,0,0,4,0
454,2057,Forward Recall,forward,morning,3,4747.9,4,4,0,4,0
455,2057,Forward Recall,forward,midday,3,3078,5,1,1,4,0
456,2057,Forward Recall,forward,evening,3,1896.5,4,0,0,4,0
457,2057,Forward Recall,forward,morning,2,2860.3,4,4,0,4,0
458,2057,Forward Recall,forward,midday,2,1328.6,4,0,0,4,0
459,2057,Forward Recall,forward,evening,2,1850.3,4,0,0,4,0
460,2057,Forward Recall,forward,morning,1,28069.8,6,6,6,6,0
461,2057,Forward Recall,forward,midday,1,10648.7,2,2,2,2,0
462,2057,Forward Recall,forward,evening,1,4457.9,1,0,0,1,0
463,2058,Forward Recall,forward,morning,4,25800.6,4,4,4,4,0
464,2058,Forward Recall,forward,midday,4,8637.6,6,6,2,6,0
465,2058,Forward Recall,forward,evening,4,5161.1,3,3,3,3,0
466,2058,Forward Recall,forward,morning,3,17579,3,3,0,3,0
467,2058,Forward Recall,forward,midday,3,3995.2,4,1,1,4,0
468,2058,Forward Recall,forward,evening,3,7164.7,3,0,0,3,0
469,2058,Forward Recall,forward,morning,2,4246,1,1,0,1,0
470,2058,Forward Recall,forward,midday,2,5603,1,0,0,1,0
471,2058,Forward Recall,forward,evening,2,26386,1,0,0,1,0
472,2058,Forward Recall,forward,morning,1,24170.9,5,5,1,3,0
473,2058,Forward Recall,forward,midday,1,13484.2,3,2,2,1,2
474,2058,Forward Recall,forward,evening,1,4791.3,0,0,0,0,0
475,2059,Forward Recall,forward,morning,4,13448.9,4,4,4,4,0
476,2059,Forward Recall,forward,midday,4,36010.2,9,5,5,9,0
477,2059,Forward Recall,forward,evening,4,100061.7,19,12,12,17,2
478,2059,Forward Recall,forward,morning,3,39621.2,2,2,2,0,2
479,2059,Forward Recall,forward,midday,3,26663.4,8,5,4,8,0
480,2059,Forward Recall,forward,evening,3,11789.9,3,2,2,1,2
481,2059,Forward Recall,forward,morning,2,24763.6,3,3,2,1,2
482,2059,Forward Recall,forward,midday,2,11739.9,4,3,0,2,2
483,2059,Forward Recall,forward,evening,2,19243.3,4,4,2,4,0
484,2059,Forward Recall,forward,morning,1,26092,3,3,0,1,2
485,2059,Forward Recall,forward,midday,1,14313.8,6,6,0,4,2
486,2059,Forward Recall,forward,evening,1,77150,0,0,0,0,0
487,2060,Forward Recall,forward,morning,4,8548,4,4,4,4,0
488,2060,Forward Recall,forward,midday,4,5585,5,1,1,4,0
489,2060,Forward Recall,forward,evening,4,8166,5,1,1,4,0
490,2060,Forward Recall,forward,morning,3,4034,4,4,0,4,0
491,2060,Forward Recall,forward,midday,3,8477,2,2,2,0,2
492,2060,Forward Recall,forward,evening,3,15989,2,2,2,0,2
493,2060,Forward Recall,forward,morning,2,5855,0,0,0,0,0
494,2060,Forward Recall,forward,midday,2,3054,0,0,0,0,0
495,2060,Forward Recall,forward,evening,2,5564,2,2,2,2,0
496,2060,Forward Recall,forward,morning,1,15821,3,3,1,3,0
497,2060,Forward Recall,forward,midday,1,10427,3,0,0,3,0
498,2060,Forward Recall,forward,evening,1,11588,1,1,1,1,0
499,2061,Forward Recall,forward,morning,4,17532.2,5,5,5,5,0
500,2061,Forward Recall,forward,midday,4,47302.5,2,0,0,2,0
501,2061,Forward Recall,forward,evening,4,27596.9,3,1,1,3,0
502,2061,Forward Recall,forward,morning,3,21355.1,3,3,0,3,0
503,2061,Forward Recall,forward,midday,3,25494.2,3,0,0,3,0
504,2061,Forward Recall,forward,evening,3,9017.9,3,1,1,3,0
505,2061,Forward Recall,forward,morning,2,57591.9,3,3,0,3,0
506,2061,Forward Recall,forward,midday,2,16602,5,2,2,5,0
507,2061,Forward Recall,forward,evening,2,12692.5,4,1,1,4,0
508,2061,Forward Recall,forward,morning,1,10062.6,3,3,0,3,0
509,2061,Forward Recall,forward,midday,1,11239,3,0,0,3,0
510,2061,Forward Recall,forward,evening,1,7978.5,3,0,0,3,0
511,2062,Free Recall,FR,FR,1,78236.4,6,0,0,4,2
512,2063,Free Recall,FR,FR,1,102521.8,11,0,11,9,2
513,2064,Backward Recall,backward,evening,1,32431.3,55,55,55,15,40
514,2064,Backward Recall,backward,midday,1,18837.3,0,0,0,0,0
515,2064,Backward Recall,backward,morning,1,9787.9,0,0,0,0,0
516,2064,Backward Recall,backward,evening,2,43408.6,2,2,0,2,0
517,2064,Backward Recall,backward,midday,2,27679.4,2,1,0,2,0
518,2064,Backward Recall,backward,morning,2,10122.5,2,0,0,2,0
519,2064,Backward Recall,backward,evening,3,102512.9,0,0,0,0,0
520,2064,Backward Recall,backward,midday,3,5281.5,0,0,0,0,0
521,2064,Backward Recall,backward,morning,3,8053.6,0,0,0,0,0
522,2064,Backward Recall,backward,evening,4,36079.5,2,2,0,2,0
523,2064,Backward Recall,backward,midday,4,7307.6,2,0,0,2,0
524,2064,Backward Recall,backward,morning,4,4991.8,0,0,0,0,0
525,2065,Backward Recall,backward,evening,1,21000.4,1,1,1,1,0
526,2065,Backward Recall,backward,midday,1,36827.7,2,2,2,2,0
527,2065,Backward Recall,backward,morning,1,8177.3,2,0,0,2,0
528,2065,Backward Recall,backward,evening,2,55399.5,1,1,1,0,1
529,2065,Backward Recall,backward,midday,2,24610.7,1,1,1,0,1
530,2065,Backward Recall,backward,morning,2,6472.1,1,1,0,1,0
531,2065,Backward Recall,backward,evening,3,12780.4,2,2,1,2,0
532,2065,Backward Recall,backward,midday,3,9348.8,1,0,0,1,0
533,2065,Backward Recall,backward,morning,3,4966.6,1,0,0,1,0
534,2065,Backward Recall,backward,evening,4,11723,2,2,0,2,0
535,2065,Backward Recall,backward,midday,4,31340.3,0,0,0,0,0
536,2065,Backward Recall,backward,morning,4,26218.1,1,0,0,0,1
537,2066,Free Recall,FR,FR,1,183530.9,19,0,19,19,0
538,2067,Free Recall,FR,FR,1,62958.4,11,0,11,10,1
539,2068,Forward Recall,forward,morning,4,65144.4,7,7,7,7,0
540,2068,Forward Recall,forward,midday,4,46525.9,5,5,5,3,2
541,2068,Forward Recall,forward,evening,4,12653.8,2,2,2,2,0
542,2068,Forward Recall,forward,morning,3,15335.7,1,1,0,1,0
543,2068,Forward Recall,forward,midday,3,5489.3,1,3,3,3,0
544,2068,Forward Recall,forward,evening,3,7260.9,2,0,1,2,0
545,2068,Forward Recall,forward,morning,2,8381.6,0,0,0,0,0
546,2068,Forward Recall,forward,midday,2,37714.9,4,4,4,2,2
547,2068,Forward Recall,forward,evening,2,7167.7,0,0,0,0,0
548,2068,Forward Recall,forward,morning,1,9093.2,0,0,0,0,0
549,2068,Forward Recall,forward,midday,1,4739.7,1,1,1,1,0
550,2068,Forward Recall,forward,evening,1,6993.5,0,0,0,0,0
551,2069,Free Recall,FR,FR,1,88752.6,12,0,12,7,5
552,2070,Free Recall,FR,FR,1,223195,12,0,12,10,2
553,2071,Backward Recall,backward,evening,1,8728.2,2,4,4,4,0
554,2071,Backward Recall,backward,midday,1,18347,3,3,3,3,0
555,2071,Backward Recall,backward,morning,1,6617.1,0,0,0,0,0
556,2071,Backward Recall,backward,evening,2,13833.3,4,0,1,4,0
557,2071,Backward Recall,backward,midday,2,11834.4,1,0,0,1,0
558,2071,Backward Recall,backward,morning,2,3215.2,0,0,0,0,0
559,2071,Backward Recall,backward,evening,3,29091.1,2,2,0,2,0
560,2071,Backward Recall,backward,midday,3,49786.5,3,1,1,3,0
561,2071,Backward Recall,backward,morning,3,8542.7,0,0,0,0,0
562,2071,Backward Recall,backward,evening,4,40561.6,5,5,2,5,0
563,2071,Backward Recall,backward,midday,4,4509.4,0,0,0,0,0
564,2071,Backward Recall,backward,morning,4,2356.8,0,0,0,0,0
565,2072,Forward Recall,forward,morning,4,114483.1,8,8,8,7,1
566,2072,Forward Recall,forward,midday,4,50577.2,4,3,3,3,1
567,2072,Forward Recall,forward,evening,4,5544.9,0,0,0,0,0
568,2072,Forward Recall,forward,morning,3,61913.6,6,6,5,2,4
569,2072,Forward Recall,forward,midday,3,68566.3,3,3,2,2,1
570,2072,Forward Recall,forward,evening,3,73415.7,3,1,1,2,1
571,2072,Forward Recall,forward,morning,2,28967.5,1,1,0,1,0
572,2072,Forward Recall,forward,midday,2,32437.9,1,0,0,1,0
573,2072,Forward Recall,forward,evening,2,8048.6,1,0,0,1,0
574,2072,Forward Recall,forward,morning,1,91610.5,5,5,2,5,0
575,2072,Forward Recall,forward,midday,1,6403.2,0,0,0,0,0
576,2072,Forward Recall,forward,evening,1,122020.2,10,5,5,10,0
577,2073,Backward Recall,backward,evening,1,85241.6,10,10,10,8,2
578,2073,Backward Recall,backward,midday,1,26886.2,3,3,3,3,0
579,2073,Backward Recall,backward,morning,1,11530.8,0,0,0,0,0
580,2073,Backward Recall,backward,evening,2,64518.7,1,1,0,1,0
581,2073,Backward Recall,backward,midday,2,34403.9,5,4,2,4,0
582,2073,Backward Recall,backward,morning,2,7139.1,0,0,0,0,0
583,2073,Backward Recall,backward,evening,3,81382.9,4,4,0,4,0
584,2073,Backward Recall,backward,midday,3,33529.7,2,0,0,2,0
585,2073,Backward Recall,backward,morning,3,9411.3,1,0,0,1,0
586,2073,Backward Recall,backward,evening,4,26223.1,5,5,1,5,0
587,2073,Backward Recall,backward,midday,4,9617.3,2,0,0,2,0
588,2073,Backward Recall,backward,morning,4,6790,1,0,0,1,0
589,2074,Backward Recall,backward,evening,1,12087.5,5,5,5,5,0
590,2074,Backward Recall,backward,midday,1,26968.9,7,7,7,7,0
591,2074,Backward Recall,backward,morning,1,8129.3,1,1,1,1,0
592,2074,Backward Recall,backward,evening,2,14235.4,1,1,0,1,0
593,2074,Backward Recall,backward,midday,2,20146.6,5,4,3,4,1
594,2074,Backward Recall,backward,morning,2,8190.5,0,0,0,0,0
595,2074,Backward Recall,backward,evening,3,8055.8,2,2,1,2,0
596,2074,Backward Recall,backward,midday,3,28956.2,4,2,2,4,0
597,2074,Backward Recall,backward,morning,3,7598.2,1,0,0,1,0
598,2074,Backward Recall,backward,evening,4,10734.8,1,1,1,1,0
599,2074,Backward Recall,backward,midday,4,11161.4,2,1,1,2,0
600,2074,Backward Recall,backward,morning,4,16014.9,1,0,0,1,0
601,2075,Backward Recall,backward,evening,1,18513.7,5,5,5,5,0
602,2075,Backward Recall,backward,midday,1,12277.5,12,7,7,7,0
603,2075,Backward Recall,backward,morning,1,7320.4,1,1,1,1,0
604,2075,Backward Recall,backward,evening,2,42795.7,4,4,1,4,0
605,2075,Backward Recall,backward,midday,2,11314.9,3,0,0,3,0
606,2075,Backward Recall,backward,morning,2,7544,1,0,0,1,0
607,2075,Backward Recall,backward,evening,3,18900.5,6,6,3,6,0
608,2075,Backward Recall,backward,midday,3,7472.7,3,0,0,3,0
609,2075,Backward Recall,backward,morning,3,5994.6,1,0,0,1,0
610,2075,Backward Recall,backward,evening,4,66505.4,3,3,0,3,0
611,2075,Backward Recall,backward,midday,4,16049.1,5,2,1,5,0
612,2075,Backward Recall,backward,morning,4,6780.1,3,0,0,3,0
613,2076,Free Recall,FR,FR,1,67851.8,15,0,15,10,5
614,2077,Forward Recall,forward,morning,4,57870,7,7,7,7,0
615,2077,Forward Recall,forward,midday,4,9721.3,2,2,2,2,0
616,2077,Forward Recall,forward,evening,4,10316.4,6,5,5,6,0
617,2077,Forward Recall,forward,morning,3,31385.7,5,5,5,5,0
618,2077,Forward Recall,forward,midday,3,13434,6,1,1,6,0
619,2077,Forward Recall,forward,evening,3,5290.3,3,0,0,3,0
620,2077,Forward Recall,forward,morning,2,9645.5,3,3,0,3,0
621,2077,Forward Recall,forward,midday,2,29372.3,7,5,2,7,0
622,2077,Forward Recall,forward,evening,2,6002.4,3,1,1,3,0
623,2077,Forward Recall,forward,morning,1,9871.2,2,2,0,2,0
624,2077,Forward Recall,forward,midday,1,4490.5,2,0,0,2,0
625,2077,Forward Recall,forward,evening,1,4488.7,0,0,0,0,0
626,2078,Forward Recall,forward,morning,4,89502.3,8,8,8,6,2
627,2078,Forward Recall,forward,midday,4,41825.1,6,6,6,1,5
628,2078,Forward Recall,forward,evening,4,9891.3,1,0,0,1,0
629,2078,Forward Recall,forward,morning,3,31227.5,5,5,5,5,0
630,2078,Forward Recall,forward,midday,3,7526.4,1,1,0,1,0
631,2078,Forward Recall,forward,evening,3,4016.6,1,0,0,1,0
632,2078,Forward Recall,forward,morning,2,40944.5,2,2,2,1,1
633,2078,Forward Recall,forward,midday,2,26790.2,6,5,5,1,5
634,2078,Forward Recall,forward,evening,2,5107.9,0,0,0,0,0
635,2078,Forward Recall,forward,morning,1,38654,7,7,4,7,0
636,2078,Forward Recall,forward,midday,1,10113.5,1,1,1,1,0
637,2078,Forward Recall,forward,evening,1,8562.9,2,0,0,2,0
638,2079,Free Recall,FR,FR,1,127700.3,12,0,12,8,4
639,2080,Forward Recall,forward,morning,4,64248.3,5,5,5,5,0
640,2080,Forward Recall,forward,midday,4,17038,4,3,3,2,2
641,2080,Forward Recall,forward,evening,4,13531.1,3,1,1,3,0
642,2080,Forward Recall,forward,morning,3,19603,3,3,0,3,0
643,2080,Forward Recall,forward,midday,3,6789.9,2,2,1,2,0
644,2080,Forward Recall,forward,evening,3,7117.3,3,1,0,3,0
645,2080,Forward Recall,forward,morning,2,13944,3,3,0,3,0
646,2080,Forward Recall,forward,midday,2,24987.4,4,1,1,3,1
647,2080,Forward Recall,forward,evening,2,10397.6,3,0,0,3,0
648,2080,Forward Recall,forward,morning,1,7181.3,2,2,2,2,0
649,2080,Forward Recall,forward,midday,1,5109.4,1,0,0,1,0
650,2080,Forward Recall,forward,evening,1,6542.8,0,0,0,0,0
651,2081,Free Recall,FR,FR,1,108720,13,0,13,11,2
652,2082,Backward Recall,backward,evening,1,54857.6,5,5,5,5,0
653,2082,Backward Recall,backward,midday,1,135043.3,8,4,4,8,0
654,2082,Backward Recall,backward,morning,1,9579.6,1,1,1,1,0
655,2082,Backward Recall,backward,evening,2,22796.4,3,3,2,3,0
656,2082,Backward Recall,backward,midday,2,230012.9,6,3,2,6,0
657,2082,Backward Recall,backward,morning,2,9951.8,1,0,0,1,0
658,2082,Backward Recall,backward,evening,3,73102.9,2,2,1,2,0
659,2082,Backward Recall,backward,midday,3,4871.4,1,0,0,1,0
660,2082,Backward Recall,backward,morning,3,6010.2,1,0,0,1,0
661,2082,Backward Recall,backward,evening,4,5545.7,1,1,0,1,0
662,2082,Backward Recall,backward,midday,4,8564.2,1,0,0,1,0
663,2082,Backward Recall,backward,morning,4,6266.7,1,0,0,1,0
664,2083,Free Recall,FR,FR,1,260097.9,22,0,22,18,4
665,2084,Forward Recall,forward,morning,4,30453.8,12,12,12,2,10
666,2084,Forward Recall,forward,midday,4,16759.2,0,0,0,0,0
667,2084,Forward Recall,forward,evening,4,7447.5,6,6,6,6,0
668,2084,Forward Recall,forward,morning,3,14368,2,2,0,0,2
669,2084,Forward Recall,forward,midday,3,4026.3,1,1,1,0,0
670,2084,Forward Recall,forward,evening,3,5260.9,7,4,3,5,2
671,2084,Forward Recall,forward,morning,2,14327.4,4,4,0,1,0
672,2084,Forward Recall,forward,midday,2,7910.5,2,2,2,2,0
673,2084,Forward Recall,forward,evening,2,14282.9,3,3,3,1,2
674,2084,Forward Recall,forward,morning,1,20171.7,4,4,2,1,4
675,2084,Forward Recall,forward,midday,1,5473,0,0,0,0,0
676,2084,Forward Recall,forward,evening,1,5308.7,0,0,0,0,0
677,2085,Free Recall,FR,FR,1,109226.1,10,0,10,10,0
678,2086,Backward Recall,backward,evening,1,112874.4,11,11,11,7,4
679,2086,Backward Recall,backward,midday,1,28244.2,3,3,3,0,3
680,2086,Backward Recall,backward,morning,1,4635.8,0,0,0,0,0
681,2086,Backward Recall,backward,evening,2,67619.6,10,10,5,9,1
682,2086,Backward Recall,backward,midday,2,4054.4,0,0,0,0,0
683,2086,Backward Recall,backward,morning,2,3319.2,0,0,0,0,0
684,2086,Backward Recall,backward,evening,3,66815.4,5,5,2,5,0
685,2086,Backward Recall,backward,midday,3,28632.9,1,1,1,1,0
686,2086,Backward Recall,backward,morning,3,12364.5,2,2,2,0,2
687,2086,Backward Recall,backward,evening,4,28925,3,3,0,3,0
688,2086,Backward Recall,backward,midday,4,7436.9,3,3,2,3,0
689,2086,Backward Recall,backward,morning,4,3732.3,0,0,0,0,0
690,2087,Forward Recall,forward,morning,4,178131.3,112,112,112,5,97
691,2087,Forward Recall,forward,midday,4,63075.1,6,6,6,3,3
692,2087,Forward Recall,forward,evening,4,14656.8,3,2,2,3,0
693,2087,Forward Recall,forward,morning,3,50875.1,79,79,32,4,75
694,2087,Forward Recall,forward,midday,3,40959.3,4,1,1,3,1
695,2087,Forward Recall,forward,evening,3,12113.7,3,0,0,3,0
696,2087,Forward Recall,forward,morning,2,12423.9,3,3,0,3,0
697,2087,Forward Recall,forward,midday,2,10436.5,3,0,0,3,0
698,2087,Forward Recall,forward,evening,2,49953.9,5,2,2,5,0
699,2087,Forward Recall,forward,morning,1,23791.6,3,3,0,3,0
700,2087,Forward Recall,forward,midday,1,8376.6,3,0,0,3,0
701,2087,Forward Recall,forward,evening,1,10174.7,3,0,0,3,0
702,2088,Backward Recall,backward,evening,1,98360.4,13,13,13,13,0
703,2088,Backward Recall,backward,midday,1,32959.3,4,3,3,3,0
704,2088,Backward Recall,backward,morning,1,5088,0,0,0,0,0
705,2088,Backward Recall,backward,evening,2,72421.4,15,15,9,12,3
706,2088,Backward Recall,backward,midday,2,23386.1,2,0,0,2,0
707,2088,Backward Recall,backward,morning,2,4327.8,0,0,0,0,0
708,2088,Backward Recall,backward,evening,3,34949.4,10,10,8,10,0
709,2088,Backward Recall,backward,midday,3,8106.4,1,1,1,0,1
710,2088,Backward Recall,backward,morning,3,4029.4,0,0,0,0,0
711,2088,Backward Recall,backward,evening,4,16331.6,0,0,0,0,0
712,2088,Backward Recall,backward,midday,4,4079.1,0,0,0,0,0
713,2088,Backward Recall,backward,morning,4,2585.2,0,0,0,0,0
714,2089,Backward Recall,backward,evening,1,63899,8,8,8,6,2
715,2089,Backward Recall,backward,midday,1,36336.8,1,1,1,1,0
716,2089,Backward Recall,backward,morning,1,11667.2,0,0,0,0,0
717,2089,Backward Recall,backward,evening,2,36694.8,3,3,3,3,0
718,2089,Backward Recall,backward,midday,2,10246.2,3,0,0,3,0
719,2089,Backward Recall,backward,morning,2,13388.1,3,0,0,3,0
720,2089,Backward Recall,backward,evening,3,27731,3,3,2,3,0
721,2089,Backward Recall,backward,midday,3,17623.4,3,0,0,3,0
722,2089,Backward Recall,backward,morning,3,5975,1,0,0,1,0
723,2089,Backward Recall,backward,evening,4,14880.6,3,3,0,3,0
724,2089,Backward Recall,backward,midday,4,32033.4,2,2,2,2,0
725,2089,Backward Recall,backward,morning,4,5679.4,2,0,0,2,0
726,2090,Backward Recall,backward,evening,1,8837,1,1,1,1,0
727,2090,Backward Recall,backward,midday,1,40823.1,2,2,2,0,2
728,2090,Backward Recall,backward,morning,1,6518.5,1,0,0,1,0
729,2090,Backward Recall,backward,evening,2,19153.2,3,3,2,3,0
730,2090,Backward Recall,backward,midday,2,19650.6,1,0,0,1,0
731,2090,Backward Recall,backward,morning,2,4526.7,1,0,0,1,0
732,2090,Backward Recall,backward,evening,3,30735.4,3,3,2,1,2
733,2090,Backward Recall,backward,midday,3,10082.6,1,0,0,1,0
734,2090,Backward Recall,backward,morning,3,3476.1,1,0,0,1,0
735,2090,Backward Recall,backward,evening,4,14877.7,1,1,0,1,0
736,2090,Backward Recall,backward,midday,4,4045,1,0,0,1,0
737,2090,Backward Recall,backward,morning,4,2954.2,1,0,0,1,0
738,2091,Free Recall,FR,FR,1,89697.5,8,0,8,7,1
739,2092,Forward Recall,forward,morning,4,22490,5,5,5,5,0
740,2092,Forward Recall,forward,midday,4,17623,11,8,8,11,0
741,2092,Forward Recall,forward,evening,4,56968.2,3,2,2,3,0
742,2092,Forward Recall,forward,morning,3,14764.7,4,4,2,3,1
743,2092,Forward Recall,forward,midday,3,24485.8,7,3,2,7,1
744,2092,Forward Recall,forward,evening,3,7884.2,2,1,1,2,0
745,2092,Forward Recall,forward,morning,2,20573.3,2,2,2,2,0
746,2092,Forward Recall,forward,midday,2,8338.3,1,1,1,1,0
747,2092,Forward Recall,forward,evening,2,6564.3,0,0,0,0,0
748,2092,Forward Recall,forward,morning,1,35225.5,4,4,2,2,2
749,2092,Forward Recall,forward,midday,1,22903.2,4,3,0,4,0
750,2092,Forward Recall,forward,evening,1,3834.3,0,0,0,0,0
751,2093,Backward Recall,backward,evening,1,6563.4,0,0,0,0,0
752,2093,Backward Recall,backward,midday,1,19109.6,5,5,5,5,0
753,2093,Backward Recall,backward,morning,1,8883.9,1,1,1,1,0
754,2093,Backward Recall,backward,evening,2,14421.7,2,2,2,2,0
755,2093,Backward Recall,backward,midday,2,13290.4,3,3,2,3,0
756,2093,Backward Recall,backward,morning,2,8203.9,1,0,0,1,0
757,2093,Backward Recall,backward,evening,3,9013.5,2,2,0,2,0
758,2093,Backward Recall,backward,midday,3,13874.9,3,3,1,3,0
759,2093,Backward Recall,backward,morning,3,5586.1,1,0,0,1,0
760,2093,Backward Recall,backward,evening,4,20824.1,4,4,1,4,0
761,2093,Backward Recall,backward,midday,4,11298.8,3,2,0,3,0
762,2093,Backward Recall,backward,morning,4,4943.8,1,0,0,1,0
763,2094,Free Recall,FR,FR,1,131319,6,0,6,2,4
764,2095,Free Recall,FR,FR,1,143205.4,10,0,10,6,4
765,2096,Forward Recall,forward,morning,4,44141.4,1,1,1,1,0
766,2096,Forward Recall,forward,midday,4,30587.1,26,26,26,26,0
767,2096,Forward Recall,forward,evening,4,81483.4,20,20,20,20,0
768,2096,Forward Recall,forward,morning,3,63345,0,0,0,0,0
769,2096,Forward Recall,forward,midday,3,35014.4,14,14,13,2,12
770,2096,Forward Recall,forward,evening,3,7474.3,2,2,0,2,0
771,2096,Forward Recall,forward,morning,2,13928.4,0,0,0,0,0
772,2096,Forward Recall,forward,midday,2,39504.4,7,7,4,7,0
773,2096,Forward Recall,forward,evening,2,14993.2,4,2,2,4,0
774,2096,Forward Recall,forward,morning,1,6410.3,0,0,0,0,0
775,2096,Forward Recall,forward,midday,1,7959.7,1,1,1,0,0
776,2096,Forward Recall,forward,evening,1,6039,0,0,0,0,0
777,2097,Backward Recall,backward,evening,1,15631.4,5,5,5,5,0
778,2097,Backward Recall,backward,midday,1,8077.5,3,3,3,3,0
779,2097,Backward Recall,backward,morning,1,3442.6,0,0,0,0,0
780,2097,Backward Recall,backward,evening,2,27473.6,5,5,4,5,0
781,2097,Backward Recall,backward,midday,2,17177.3,2,1,1,2,0
782,2097,Backward Recall,backward,morning,2,4874.4,0,0,0,0,0
783,2097,Backward Recall,backward,evening,3,12327,2,2,0,2,0
784,2097,Backward Recall,backward,midday,3,6214,0,0,0,0,0
785,2097,Backward Recall,backward,morning,3,2397.3,0,0,0,0,0
786,2097,Backward Recall,backward,evening,4,28071.2,1,1,0,1,0
787,2097,Backward Recall,backward,midday,4,5999.1,0,0,0,0,0
788,2097,Backward Recall,backward,morning,4,25299,6,5,5,6,0
789,2098,Forward Recall,forward,morning,4,29441.2,1,1,1,1,0
790,2098,Forward Recall,forward,midday,4,47347.8,13,13,13,13,0
791,2098,Forward Recall,forward,evening,4,81636.1,12,5,5,8,4
792,2098,Forward Recall,forward,morning,3,5441.3,0,0,0,0,0
793,2098,Forward Recall,forward,midday,3,52586.7,7,7,6,7,0
794,2098,Forward Recall,forward,evening,3,49308.8,12,5,4,12,0
795,2098,Forward Recall,forward,morning,2,15931.6,1,1,1,1,0
796,2098,Forward Recall,forward,midday,2,28348,3,3,2,3,0
797,2098,Forward Recall,forward,evening,2,31861.1,2,2,2,2,0
798,2098,Forward Recall,forward,morning,1,16789,1,1,0,1,0
799,2098,Forward Recall,forward,midday,1,56233.9,5,5,3,5,0
800,2098,Forward Recall,forward,evening,1,13929.8,1,0,0,0,0
801,2099,Backward Recall,backward,evening,1,22287.7,2,2,2,2,0
802,2099,Backward Recall,backward,midday,1,12966.7,0,0,0,0,0
803,2099,Backward Recall,backward,morning,1,38025.6,2,2,2,2,0
804,2099,Backward Recall,backward,evening,2,17088.6,0,0,0,0,0
805,2099,Backward Recall,backward,midday,2,4928.1,0,0,0,0,0
806,2099,Backward Recall,backward,morning,2,5826.4,0,0,0,0,0
807,2099,Backward Recall,backward,evening,3,30467.3,0,0,0,0,0
808,2099,Backward Recall,backward,midday,3,11448.4,2,2,2,2,0
809,2099,Backward Recall,backward,morning,3,13062.1,1,1,1,1,0
810,2099,Backward Recall,backward,evening,4,50716,1,1,1,1,0
811,2099,Backward Recall,backward,midday,4,61965.5,0,0,0,0,0
812,2099,Backward Recall,backward,morning,4,3932.9,0,0,0,0,0
813,2100,Backward Recall,backward,evening,1,11825.9,0,0,0,0,0
814,2100,Backward Recall,backward,midday,1,60072.9,9,9,9,9,0
815,2100,Backward Recall,backward,morning,1,573447.4,1,0,0,1,0
816,2100,Backward Recall,backward,evening,2,85122.6,2,2,1,2,0
817,2100,Backward Recall,backward,midday,2,29620.9,3,2,2,3,0
818,2100,Backward Recall,backward,morning,2,12980.6,3,1,1,3,0
819,2100,Backward Recall,backward,evening,3,27449.7,3,3,1,3,0
820,2100,Backward Recall,backward,midday,3,130575.7,1,0,0,1,0
821,2100,Backward Recall,backward,morning,3,37576.3,4,2,2,4,0
822,2100,Backward Recall,backward,evening,4,22549.7,2,2,1,2,0
823,2100,Backward Recall,backward,midday,4,13028.8,2,0,0,2,0
824,2100,Backward Recall,backward,morning,4,57852.7,1,0,0,1,0
825,2101,Backward Recall,backward,evening,1,6866.2,0,0,0,0,0
826,2101,Backward Recall,backward,midday,1,11013.9,4,4,4,4,0
827,2101,Backward Recall,backward,morning,1,29227.5,9,9,9,4,5
828,2101,Backward Recall,backward,evening,2,6593.3,2,2,2,2,0
829,2101,Backward Recall,backward,midday,2,20514.4,4,2,2,4,0
830,2101,Backward Recall,backward,morning,2,5961.4,1,0,0,1,0
831,2101,Backward Recall,backward,evening,3,4331,0,0,0,0,0
832,2101,Backward Recall,backward,midday,3,20697.4,5,5,5,2,3
833,2101,Backward Recall,backward,morning,3,6741.5,1,0,1,1,0
834,2101,Backward Recall,backward,evening,4,3329.4,1,1,1,1,0
835,2101,Backward Recall,backward,midday,4,2798.1,2,2,1,2,0
836,2101,Backward Recall,backward,morning,4,5027,1,0,0,1,0
837,2102,Free Recall,FR,FR,1,49477.5,12,0,12,12,0
838,2103,Backward Recall,backward,evening,1,9552,0,0,0,0,0
839,2103,Backward Recall,backward,midday,1,8810.2,0,0,0,0,0
840,2103,Backward Recall,backward,morning,1,42970.1,8,8,8,6,2
841,2103,Backward Recall,backward,evening,2,39148.1,6,6,4,6,0
842,2103,Backward Recall,backward,midday,2,63603.7,8,4,2,7,1
843,2103,Backward Recall,backward,morning,2,55884.1,1,0,0,1,0
844,2103,Backward Recall,backward,evening,3,11745.4,3,3,2,3,0
845,2103,Backward Recall,backward,midday,3,29905.6,4,4,4,0,4
846,2103,Backward Recall,backward,morning,3,63471.1,6,6,6,0,6
847,2103,Backward Recall,backward,evening,4,93732.4,5,4,4,3,2
848,2103,Backward Recall,backward,midday,4,32607.8,5,2,2,5,0
