"","Subject","Condition","Trial","Days_Past","Recall_Order","Total.Number.of.People","Unique.Within.Day","Unique.Overall","Specific.Description","Specific.Unique.Overall","Specific.Unique.Day","Vague.Description","Vague.Unique.Overall","Vague.Unique.Day"
"1063",1045,"FB","forward",2,1,0,0,0,0,0,0,0,0,0
"1064",1045,"FB","forward",2,1,3,3,0,2,0,2,1,0,1
"1065",1045,"FB","forward",2,1,2,0,0,2,0,0,0,0,0
"1066",1045,"FB","forward",1,1,1,1,0,1,0,1,0,0,0
"1067",1045,"FB","forward",1,1,4,3,2,2,1,1,2,1,2
"1068",1045,"FB","forward",1,1,3,0,1,3,1,0,0,0,0
"1069",1045,"FB","backward",1,2,3,3,0,3,0,3,0,0,0
"1070",1045,"FB","backward",1,2,3,0,1,2,0,0,1,1,0
"1071",1045,"FB","backward",1,2,1,0,0,1,0,0,0,0,0
"1072",1045,"FB","backward",2,2,2,2,0,2,0,2,0,0,0
"1073",1045,"FB","backward",2,2,3,1,0,2,0,0,1,0,1
"1074",1045,"FB","backward",2,2,2,0,0,0,0,0,2,0,0
"1075",1045,"FB","backward",3,2,2,2,0,2,0,2,0,0,0
"1076",1045,"FB","backward",3,2,4,2,0,2,0,0,2,0,2
"1077",1045,"FB","backward",3,2,0,0,0,0,0,0,0,0,0
"1078",1045,"FB","backward",4,2,2,2,0,2,0,2,0,0,0
"1079",1045,"FB","backward",4,2,2,0,0,2,0,0,0,0,0
"1080",1045,"FB","backward",4,2,0,0,0,0,0,0,0,0,0
"1081",1046,"BF","backward",1,1,6,6,6,4,4,4,2,2,2
"1082",1046,"BF","backward",1,1,8,4,4,4,2,2,4,2,2
"1083",1046,"BF","backward",1,1,5,1,1,3,1,1,2,0,0
"1084",1046,"BF","backward",2,1,4,4,0,4,0,4,0,0,0
"1085",1046,"BF","backward",2,1,7,3,3,6,2,2,1,1,1
"1086",1046,"BF","backward",2,1,4,0,0,4,0,0,0,0,0
"1087",1046,"BF","backward",3,1,9,9,5,4,3,4,5,2,5
"1088",1046,"BF","backward",3,1,4,0,0,4,0,0,0,0,0
"1089",1046,"BF","backward",3,1,4,0,0,4,0,0,0,0,0
"1090",1046,"BF","backward",4,1,4,4,0,4,0,4,0,0,0
"1091",1046,"BF","backward",4,1,7,3,1,3,0,0,4,1,3
"1092",1046,"BF","backward",4,1,9,3,1,6,1,3,3,0,0
"1093",1046,"BF","forward",1,2,6,6,0,4,0,4,2,0,2
"1094",1046,"BF","forward",1,2,8,4,0,4,0,2,4,0,2
"1095",1046,"BF","forward",1,2,4,1,0,4,0,1,0,0,0
"1096",1046,"BF","forward",2,2,7,7,0,4,0,4,3,0,3
"1097",1046,"BF","forward",2,2,4,0,0,4,0,0,0,0,0
"1098",1046,"BF","forward",2,2,4,0,0,4,0,0,0,0,0
"1099",1046,"BF","forward",3,2,4,4,0,4,0,4,0,0,0
"1100",1046,"BF","forward",3,2,7,3,0,6,0,2,1,0,1
"1101",1046,"BF","forward",3,2,4,0,0,4,0,0,0,0,0
"1102",1046,"BF","forward",4,2,6,6,0,4,0,4,2,0,2
"1103",1046,"BF","forward",4,2,8,2,0,4,0,0,4,0,2
"1104",1046,"BF","forward",4,2,6,0,0,4,0,0,2,0,0
"1105",1047,"BB","backward",1,1,2,2,2,2,2,0,0,0,0
"1106",1047,"BB","backward",1,1,2,2,2,2,2,0,0,0,0
"1107",1047,"BB","backward",1,1,12,11,11,12,11,0,0,0,0
"1108",1047,"BB","backward",2,1,4,4,4,2,2,2,2,2,2
"1109",1047,"BB","backward",2,1,2,0,0,2,0,0,0,0,0
"1110",1047,"BB","backward",2,1,1,1,1,1,1,0,0,0,0
"1111",1047,"BB","backward",3,1,8,8,1,8,1,7,0,0,0
"1112",1047,"BB","backward",3,1,4,3,3,4,3,0,0,0,0
"1113",1047,"BB","backward",3,1,2,1,1,1,0,1,1,1,1
"1114",1047,"BB","backward",4,1,1,1,0,1,0,1,0,0,0
"1115",1047,"BB","backward",4,1,2,1,1,2,1,0,0,0,0
"1116",1047,"BB","backward",4,1,1,0,0,1,0,0,0,0,0
"1117",1047,"BB","backward",1,2,2,2,0,2,0,2,0,0,0
"1118",1047,"BB","backward",1,2,1,0,0,1,0,0,0,0,0
"1119",1047,"BB","backward",1,2,12,11,0,12,0,11,0,0,0
"1120",1047,"BB","backward",2,2,4,4,0,2,0,4,2,0,2
"1121",1047,"BB","backward",2,2,2,0,0,2,0,0,0,0,0
"1122",1047,"BB","backward",2,2,1,0,0,1,0,0,0,0,0
"1123",1047,"BB","backward",3,2,8,8,0,8,0,8,0,0,0
"1124",1047,"BB","backward",3,2,4,0,0,4,0,0,0,0,0
"1125",1047,"BB","backward",3,2,2,0,0,1,0,0,1,0,1
"1126",1047,"BB","backward",4,2,1,1,0,1,0,1,0,0,0
"1127",1047,"BB","backward",4,2,3,2,0,2,0,2,1,0,1
"1128",1047,"BB","backward",4,2,1,0,0,1,0,0,0,0,0
"1129",1048,"BF","backward",1,1,0,0,0,0,0,0,0,0,0
"1130",1048,"BF","backward",1,1,3,3,3,0,0,0,3,3,3
"1131",1048,"BF","backward",1,1,0,0,0,0,0,0,0,0,0
"1132",1048,"BF","backward",2,1,0,0,0,0,0,0,0,0,0
"1133",1048,"BF","backward",2,1,6,6,6,6,6,6,0,0,0
"1134",1048,"BF","backward",2,1,0,0,0,0,0,0,0,0,0
"1135",1048,"BF","backward",3,1,2,2,2,2,2,2,0,0,0
"1136",1048,"BF","backward",3,1,1,0,0,0,0,0,1,0,0
"1137",1048,"BF","backward",3,1,0,0,0,0,0,0,0,0,0
"1138",1048,"BF","backward",4,1,3,3,0,3,0,3,0,0,0
"1139",1048,"BF","backward",4,1,2,0,0,1,0,0,1,0,0
"1140",1048,"BF","backward",4,1,0,0,0,0,0,0,0,0,0
"1141",1048,"BF","forward",1,2,2,2,0,0,0,0,2,0,2
"1142",1048,"BF","forward",1,2,1,0,0,0,0,0,1,0,0
"1143",1048,"BF","forward",1,2,7,6,1,7,1,6,0,0,0
"1144",1048,"BF","forward",2,2,1,1,0,0,0,0,1,0,1
"1145",1048,"BF","forward",2,2,1,0,0,0,0,0,1,0,0
"1146",1048,"BF","forward",2,2,2,1,1,2,1,1,0,0,0
"1147",1048,"BF","forward",3,2,1,1,0,0,0,0,1,0,1
"1148",1048,"BF","forward",3,2,3,2,0,3,0,2,0,0,0
"1149",1048,"BF","forward",3,2,1,0,0,1,0,0,0,0,0
"1150",1048,"BF","forward",4,2,0,0,0,0,0,0,0,0,0
"1151",1048,"BF","forward",4,2,2,2,0,1,0,1,1,0,1
"1152",1048,"BF","forward",4,2,0,0,2,0,2,0,0,0,0
"1153",1049,"BF","backward",1,1,0,0,0,0,0,0,0,0,0
"1154",1049,"BF","backward",1,1,2,2,2,0,0,0,2,2,2
"1155",1049,"BF","backward",1,1,1,1,1,1,1,1,0,0,0
"1156",1049,"BF","backward",2,1,2,2,2,2,2,2,0,0,0
"1157",1049,"BF","backward",2,1,2,0,2,2,2,0,0,0,0
"1158",1049,"BF","backward",2,1,0,0,0,0,0,0,0,0,0
"1159",1049,"BF","backward",3,1,1,1,1,1,1,1,0,0,0
"1160",1049,"BF","backward",3,1,3,2,2,3,2,2,0,0,0
"1161",1049,"BF","backward",3,1,0,0,0,0,0,0,0,0,0
"1162",1049,"BF","backward",4,1,0,0,0,0,0,0,0,0,0
"1163",1049,"BF","backward",4,1,4,4,2,3,2,3,1,0,1
"1164",1049,"BF","backward",4,1,2,0,1,2,1,0,0,0,0
"1165",1049,"BF","forward",1,2,1,1,1,1,1,1,0,0,0
"1166",1049,"BF","forward",1,2,6,6,1,5,0,5,1,1,1
"1167",1049,"BF","forward",1,2,1,0,0,1,0,0,0,0,0
"1168",1049,"BF","forward",2,2,0,0,0,0,0,0,0,0,0
"1169",1049,"BF","forward",2,2,3,3,3,3,3,3,0,0,0
"1170",1049,"BF","forward",2,2,0,0,0,0,0,0,0,0,0
"1171",1049,"BF","forward",3,2,0,0,0,0,0,0,0,0,0
"1172",1049,"BF","forward",3,2,4,4,1,4,1,4,0,0,0
"1173",1049,"BF","forward",3,2,0,0,0,0,0,0,0,0,0
"1174",1049,"BF","forward",4,2,0,0,0,0,0,0,0,0,0
"1175",1049,"BF","forward",4,2,1,1,0,0,0,0,1,0,1
"1176",1049,"BF","forward",4,2,1,1,1,0,0,0,1,1,1
"1177",1050,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1178",1050,"BB","backward",1,1,5,5,5,5,5,5,0,0,0
"1179",1050,"BB","backward",1,1,4,3,3,4,3,3,0,0,0
"1180",1050,"BB","backward",2,1,5,5,3,5,3,5,0,0,0
"1181",1050,"BB","backward",2,1,5,1,1,5,1,1,0,0,0
"1182",1050,"BB","backward",2,1,2,0,0,2,0,0,0,0,0
"1183",1050,"BB","backward",3,1,3,3,1,3,1,3,0,0,0
"1184",1050,"BB","backward",3,1,2,0,0,2,0,0,0,0,0
"1185",1050,"BB","backward",3,1,2,0,0,2,0,0,0,0,0
"1186",1050,"BB","backward",4,1,4,4,2,4,2,4,0,0,0
"1187",1050,"BB","backward",4,1,0,0,0,0,0,0,0,0,0
"1188",1050,"BB","backward",4,1,1,1,1,1,1,1,0,0,0
"1189",1050,"BB","backward",1,2,0,0,0,0,0,0,0,0,0
"1190",1050,"BB","backward",1,2,4,4,0,4,0,4,0,0,0
"1191",1050,"BB","backward",1,2,3,0,0,3,0,0,0,0,0
"1192",1050,"BB","backward",2,2,4,4,0,4,0,4,0,0,0
"1193",1050,"BB","backward",2,2,4,0,0,4,0,0,0,0,0
"1194",1050,"BB","backward",2,2,2,0,0,2,0,0,0,0,0
"1195",1050,"BB","backward",3,2,3,3,0,3,0,3,0,0,0
"1196",1050,"BB","backward",3,2,7,4,3,7,3,4,0,0,0
"1197",1050,"BB","backward",3,2,3,0,0,3,0,0,0,0,0
"1198",1050,"BB","backward",4,2,6,6,1,6,1,6,0,0,0
"1199",1050,"BB","backward",4,2,3,3,0,3,0,3,0,0,0
"1200",1050,"BB","backward",4,2,0,0,0,0,0,0,0,0,0
"1201",1051,"FB","forward",4,1,3,3,3,3,3,3,0,0,0
"1202",1051,"FB","forward",4,1,4,1,1,4,1,1,0,0,0
"1203",1051,"FB","forward",4,1,9,7,7,9,7,7,0,0,0
"1204",1051,"FB","forward",3,1,15,15,13,15,13,15,0,0,0
"1205",1051,"FB","forward",3,1,6,1,1,6,1,1,0,0,0
"1206",1051,"FB","forward",3,1,6,1,1,6,1,1,0,0,0
"1207",1051,"FB","forward",2,1,3,3,1,3,1,3,0,0,0
"1208",1051,"FB","forward",2,1,2,0,0,2,0,0,0,0,0
"1209",1051,"FB","forward",2,1,2,0,0,2,0,0,0,0,0
"1210",1051,"FB","forward",1,1,2,2,0,2,0,2,0,0,0
"1211",1051,"FB","forward",1,1,2,0,0,2,0,0,0,0,0
"1212",1051,"FB","forward",1,1,2,0,0,2,0,0,0,0,0
"1213",1051,"FB","backward",1,2,2,2,0,2,0,2,0,0,0
"1214",1051,"FB","backward",1,2,2,0,0,2,0,0,0,0,0
"1215",1051,"FB","backward",1,2,2,0,0,2,0,0,0,0,0
"1216",1051,"FB","backward",2,2,2,2,0,2,0,2,0,0,0
"1217",1051,"FB","backward",2,2,2,0,0,2,0,0,0,0,0
"1218",1051,"FB","backward",2,2,2,0,0,2,0,0,0,0,0
"1219",1051,"FB","backward",3,2,5,5,0,5,0,5,0,0,0
"1220",1051,"FB","backward",3,2,6,1,0,6,0,1,0,0,0
"1221",1051,"FB","backward",3,2,12,7,1,12,1,7,0,0,0
"1222",1051,"FB","backward",4,2,6,6,1,6,1,6,0,0,0
"1223",1051,"FB","backward",4,2,4,0,0,4,0,0,0,0,0
"1224",1051,"FB","backward",4,2,3,0,0,3,0,0,0,0,0
"1225",1052,"BB","backward",1,1,1,1,1,1,1,1,0,0,0
"1226",1052,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1227",1052,"BB","backward",1,1,1,1,1,0,0,0,1,1,1
"1228",1052,"BB","backward",2,1,0,0,0,0,0,0,0,0,0
"1229",1052,"BB","backward",2,1,1,1,0,1,0,1,0,0,0
"1230",1052,"BB","backward",2,1,1,0,0,1,0,0,0,0,0
"1231",1052,"BB","backward",3,1,1,1,0,1,0,1,0,0,0
"1232",1052,"BB","backward",3,1,10,10,10,9,9,9,1,1,1
"1233",1052,"BB","backward",3,1,1,0,1,0,0,0,1,1,0
"1234",1052,"BB","backward",4,1,1,1,0,1,0,1,0,0,0
"1235",1052,"BB","backward",4,1,2,2,2,1,1,1,1,1,1
"1236",1052,"BB","backward",4,1,3,0,0,2,0,0,1,0,0
"1237",1052,"BB","backward",1,2,1,1,0,1,0,1,0,0,0
"1238",1052,"BB","backward",1,2,0,0,0,0,0,0,0,0,0
"1239",1052,"BB","backward",1,2,1,0,0,0,0,0,1,0,0
"1240",1052,"BB","backward",2,2,0,0,0,0,0,0,0,0,0
"1241",1052,"BB","backward",2,2,1,1,0,1,0,1,0,0,0
"1242",1052,"BB","backward",2,2,1,0,0,1,0,0,0,0,0
"1243",1052,"BB","backward",3,2,1,1,0,1,0,1,0,0,0
"1244",1052,"BB","backward",3,2,11,10,0,10,0,9,1,0,1
"1245",1052,"BB","backward",3,2,4,0,2,2,0,0,2,2,0
"1246",1052,"BB","backward",4,2,1,1,0,1,0,1,0,0,0
"1247",1052,"BB","backward",4,2,3,2,0,2,0,1,1,0,1
"1248",1052,"BB","backward",4,2,3,0,0,2,0,0,1,0,0
"1249",1053,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1250",1053,"BB","backward",1,1,5,5,5,5,5,5,0,0,0
"1251",1053,"BB","backward",1,1,4,3,3,4,3,3,0,0,0
"1252",1053,"BB","backward",2,1,7,7,3,7,3,7,0,0,0
"1253",1053,"BB","backward",2,1,4,0,0,4,0,0,0,0,0
"1254",1053,"BB","backward",2,1,4,0,0,4,0,0,0,0,0
"1255",1053,"BB","backward",3,1,4,4,0,4,0,4,0,0,0
"1256",1053,"BB","backward",3,1,4,0,1,3,0,0,1,1,0
"1257",1053,"BB","backward",3,1,4,0,1,4,1,0,0,0,0
"1258",1053,"BB","backward",4,1,8,8,2,8,2,8,0,0,0
"1259",1053,"BB","backward",4,1,3,0,0,3,0,0,0,0,0
"1260",1053,"BB","backward",4,1,5,2,2,4,2,1,1,0,1
"1261",1053,"BB","backward",1,2,0,0,0,0,0,0,0,0,0
"1262",1053,"BB","backward",1,2,5,5,0,5,0,5,0,0,0
"1263",1053,"BB","backward",1,2,4,3,0,4,0,3,0,0,0
"1264",1053,"BB","backward",2,2,7,7,1,6,0,6,1,1,1
"1265",1053,"BB","backward",2,2,4,0,1,3,1,0,1,0,0
"1266",1053,"BB","backward",2,2,4,0,0,4,0,0,0,0,0
"1267",1053,"BB","backward",3,2,5,5,1,5,1,5,0,0,0
"1268",1053,"BB","backward",3,2,4,0,0,3,0,0,1,0,0
"1269",1053,"BB","backward",3,2,4,0,0,4,0,0,0,0,0
"1270",1053,"BB","backward",4,2,9,9,1,9,1,9,0,0,0
"1271",1053,"BB","backward",4,2,3,0,0,3,0,0,0,0,0
"1272",1053,"BB","backward",4,2,4,0,0,4,0,0,0,0,0
"1273",1054,"FF","forward",4,1,1,1,1,1,1,1,0,0,0
"1274",1054,"FF","forward",4,1,5,5,5,5,5,5,0,0,0
"1275",1054,"FF","forward",4,1,4,4,4,3,3,3,1,1,1
"1276",1054,"FF","forward",3,1,1,1,0,1,0,1,0,0,0
"1277",1054,"FF","forward",3,1,1,0,0,0,0,0,1,0,0
"1278",1054,"FF","forward",3,1,4,4,1,4,1,4,0,0,0
"1279",1054,"FF","forward",2,1,1,1,0,1,0,1,0,0,0
"1280",1054,"FF","forward",2,1,4,3,3,4,3,3,0,0,0
"1281",1054,"FF","forward",2,1,2,2,2,2,2,2,0,0,0
"1282",1054,"FF","forward",1,1,1,1,0,1,0,1,0,0,0
"1283",1054,"FF","forward",1,1,0,0,0,0,0,0,0,0,0
"1284",1054,"FF","forward",1,1,0,0,0,0,0,0,0,0,0
"1285",1054,"FF","forward",4,2,1,1,0,1,0,1,0,0,0
"1286",1054,"FF","forward",4,2,2,1,0,2,0,1,0,0,0
"1287",1054,"FF","forward",4,2,3,0,0,3,0,0,0,0,0
"1288",1054,"FF","forward",3,2,1,1,0,1,0,1,0,0,0
"1289",1054,"FF","forward",3,2,2,1,0,2,0,1,0,0,0
"1290",1054,"FF","forward",3,2,2,0,0,2,0,0,0,0,0
"1291",1054,"FF","forward",2,2,1,1,0,1,0,1,0,0,0
"1292",1054,"FF","forward",2,2,3,2,1,3,1,2,0,0,0
"1293",1054,"FF","forward",2,2,2,0,0,2,0,0,0,0,0
"1294",1054,"FF","forward",1,2,1,1,0,1,0,1,0,0,0
"1295",1054,"FF","forward",1,2,0,0,0,0,0,0,0,0,0
"1296",1054,"FF","forward",1,2,0,0,0,0,0,0,0,0,0
"1297",1055,"BF","backward",1,1,0,0,0,0,0,0,0,0,0
"1298",1055,"BF","backward",1,1,1,1,1,0,0,0,1,1,1
"1299",1055,"BF","backward",1,1,0,0,0,0,0,0,0,0,0
"1300",1055,"BF","backward",2,1,1,1,1,1,1,1,0,0,0
"1301",1055,"BF","backward",2,1,1,1,1,1,1,1,0,0,0
"1302",1055,"BF","backward",2,1,0,0,0,0,0,0,0,0,0
"1303",1055,"BF","backward",3,1,0,0,0,0,0,0,0,0,0
"1304",1055,"BF","backward",3,1,1,1,1,0,0,0,1,1,1
"1305",1055,"BF","backward",3,1,0,0,0,0,0,0,0,0,0
"1306",1055,"BF","backward",4,1,0,0,0,0,0,0,0,0,0
"1307",1055,"BF","backward",4,1,0,0,0,0,0,0,0,0,0
"1308",1055,"BF","backward",4,1,0,0,0,0,0,0,0,0,0
"1309",1055,"BF","forward",1,2,0,0,0,0,0,0,0,0,0
"1310",1055,"BF","forward",1,2,0,0,0,0,0,0,0,0,0
"1311",1055,"BF","forward",1,2,0,0,0,0,0,0,0,0,0
"1312",1055,"BF","forward",2,2,0,0,0,0,0,0,0,0,0
"1313",1055,"BF","forward",2,2,1,1,1,0,0,0,1,1,1
"1314",1055,"BF","forward",2,2,1,1,1,1,1,1,0,0,0
"1315",1055,"BF","forward",3,2,0,0,0,0,0,0,0,0,0
"1316",1055,"BF","forward",3,2,1,1,0,1,0,1,0,0,0
"1317",1055,"BF","forward",3,2,0,0,0,0,0,0,0,0,0
"1318",1055,"BF","forward",4,2,0,0,0,0,0,0,0,0,0
"1319",1055,"BF","forward",4,2,0,0,0,0,0,0,0,0,0
"1320",1055,"BF","forward",4,2,0,0,0,0,0,0,0,0,0
"1321",1056,"FF","forward",4,1,1,1,1,1,1,1,0,0,0
"1322",1056,"FF","forward",4,1,6,6,6,6,6,6,0,0,0
"1323",1056,"FF","forward",4,1,9,4,4,9,4,4,0,0,0
"1324",1056,"FF","forward",3,1,1,1,0,1,0,1,0,0,0
"1325",1056,"FF","forward",3,1,2,1,0,2,0,1,0,0,0
"1326",1056,"FF","forward",3,1,3,2,1,3,1,2,0,0,0
"1327",1056,"FF","forward",2,1,1,1,0,1,0,1,0,0,0
"1328",1056,"FF","forward",2,1,2,1,0,2,0,1,0,0,0
"1329",1056,"FF","forward",2,1,3,1,0,3,0,1,0,0,0
"1330",1056,"FF","forward",1,1,1,1,0,1,0,1,0,0,0
"1331",1056,"FF","forward",1,1,0,0,0,0,0,0,0,0,0
"1332",1056,"FF","forward",1,1,0,0,0,0,0,0,0,0,0
"1333",1056,"FF","forward",4,2,1,1,0,1,0,1,0,0,0
"1334",1056,"FF","forward",4,2,7,7,1,7,1,7,0,0,0
"1335",1056,"FF","forward",4,2,9,4,0,9,0,4,0,0,0
"1336",1056,"FF","forward",3,2,1,1,0,1,0,1,0,0,0
"1337",1056,"FF","forward",3,2,2,1,0,2,0,1,0,0,0
"1338",1056,"FF","forward",3,2,3,2,0,3,0,2,0,0,0
"1339",1056,"FF","forward",2,2,1,1,0,1,0,1,0,0,0
"1340",1056,"FF","forward",2,2,2,1,0,2,0,1,0,0,0
"1341",1056,"FF","forward",2,2,3,0,0,3,0,0,0,0,0
"1342",1056,"FF","forward",1,2,1,1,0,1,0,1,0,0,0
"1343",1056,"FF","forward",1,2,0,0,0,0,0,0,0,0,0
"1344",1056,"FF","forward",1,2,0,0,0,0,0,0,0,0,0
"1345",1057,"FB","forward",4,1,0,0,0,0,0,0,0,0,0
"1346",1057,"FB","forward",4,1,1,1,1,1,1,1,0,0,0
"1347",1057,"FB","forward",4,1,2,1,1,2,1,1,0,0,0
"1348",1057,"FB","forward",3,1,2,2,1,2,1,2,0,0,0
"1349",1057,"FB","forward",3,1,3,2,2,3,2,2,0,0,0
"1350",1057,"FB","forward",3,1,1,0,0,1,0,0,0,0,0
"1351",1057,"FB","forward",2,1,0,0,0,0,0,0,0,0,0
"1352",1057,"FB","forward",2,1,5,5,2,5,2,5,0,0,0
"1353",1057,"FB","forward",2,1,2,0,0,2,0,0,0,0,0
"1354",1057,"FB","forward",1,1,1,1,0,1,0,1,0,0,0
"1355",1057,"FB","forward",1,1,0,0,0,0,0,0,0,0,0
"1356",1057,"FB","forward",1,1,0,0,0,0,0,0,0,0,0
"1357",1057,"FB","backward",1,2,0,0,0,0,0,0,0,0,0
"1358",1057,"FB","backward",1,2,1,1,0,1,0,1,0,0,0
"1359",1057,"FB","backward",1,2,1,1,0,1,0,1,0,0,0
"1360",1057,"FB","backward",2,2,2,2,0,2,0,2,0,0,0
"1361",1057,"FB","backward",2,2,4,3,1,4,1,3,0,0,0
"1362",1057,"FB","backward",2,2,0,0,0,0,0,0,0,0,0
"1363",1057,"FB","backward",3,2,1,1,0,1,0,1,0,0,0
"1364",1057,"FB","backward",3,2,4,4,1,4,1,4,0,0,0
"1365",1057,"FB","backward",3,2,1,0,0,1,0,0,0,0,0
"1366",1057,"FB","backward",4,2,1,1,0,1,0,1,0,0,0
"1367",1057,"FB","backward",4,2,1,0,0,1,0,0,0,0,0
"1368",1057,"FB","backward",4,2,1,0,0,1,0,0,0,0,0
"1369",1058,"FB","forward",4,1,2,2,2,2,2,2,0,0,0
"1370",1058,"FB","forward",4,1,5,5,5,1,1,1,4,4,4
"1371",1058,"FB","forward",4,1,3,2,2,1,0,0,2,2,2
"1372",1058,"FB","forward",3,1,9,9,8,3,4,3,6,4,6
"1373",1058,"FB","forward",3,1,3,2,2,1,1,1,2,1,1
"1374",1058,"FB","forward",3,1,0,0,0,0,0,0,0,0,0
"1375",1058,"FB","forward",2,1,0,0,0,0,0,0,0,0,0
"1376",1058,"FB","forward",2,1,3,3,2,1,1,1,2,1,2
"1377",1058,"FB","forward",2,1,0,0,0,0,0,0,0,0,0
"1378",1058,"FB","forward",1,1,0,0,0,0,0,0,0,0,0
"1379",1058,"FB","forward",1,1,0,0,0,0,0,0,0,0,0
"1380",1058,"FB","forward",1,1,3,3,1,0,0,0,3,1,3
"1381",1058,"FB","backward",1,2,3,3,1,0,0,0,3,1,3
"1382",1058,"FB","backward",1,2,0,0,0,0,0,0,0,0,0
"1383",1058,"FB","backward",1,2,0,0,0,0,0,0,0,0,0
"1384",1058,"FB","backward",2,2,0,0,0,0,0,0,0,0,0
"1385",1058,"FB","backward",2,2,3,3,0,1,0,1,2,0,2
"1386",1058,"FB","backward",2,2,0,0,0,0,0,0,0,0,0
"1387",1058,"FB","backward",3,2,0,0,0,0,0,0,0,0,0
"1388",1058,"FB","backward",3,2,2,2,0,0,0,0,2,0,2
"1389",1058,"FB","backward",3,2,8,6,0,3,0,3,5,0,3
"1390",1058,"FB","backward",4,2,3,3,0,1,0,1,2,0,2
"1391",1058,"FB","backward",4,2,4,1,0,1,0,0,3,0,1
"1392",1058,"FB","backward",4,2,4,2,2,1,0,0,3,2,2
"1393",1059,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1394",1059,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1395",1059,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1396",1059,"BB","backward",2,1,0,0,0,0,0,0,0,0,0
"1397",1059,"BB","backward",2,1,0,0,0,0,0,0,0,0,0
"1398",1059,"BB","backward",2,1,1,1,1,0,0,0,1,1,1
"1399",1059,"BB","backward",3,1,3,3,3,3,3,3,0,0,0
"1400",1059,"BB","backward",3,1,4,1,1,4,1,1,0,0,0
"1401",1059,"BB","backward",3,1,4,0,0,4,0,0,0,0,0
"1402",1059,"BB","backward",4,1,3,3,0,3,0,3,0,0,0
"1403",1059,"BB","backward",4,1,1,0,0,1,0,0,0,0,0
"1404",1059,"BB","backward",4,1,0,0,0,0,0,0,0,0,0
"1405",1059,"BB","backward",1,2,0,0,0,0,0,0,0,0,0
"1406",1059,"BB","backward",1,2,0,0,0,0,0,0,0,0,0
"1407",1059,"BB","backward",1,2,0,0,0,0,0,0,0,0,0
"1408",1059,"BB","backward",2,2,0,0,0,0,0,0,0,0,0
"1409",1059,"BB","backward",2,2,0,0,0,0,0,0,0,0,0
"1410",1059,"BB","backward",2,2,1,1,0,0,0,0,1,0,1
"1411",1059,"BB","backward",3,2,6,6,3,6,3,6,0,0,0
"1412",1059,"BB","backward",3,2,5,1,1,5,1,1,0,0,0
"1413",1059,"BB","backward",3,2,4,0,0,4,0,0,0,0,0
"1414",1059,"BB","backward",4,2,3,3,1,2,0,2,1,1,1
"1415",1059,"BB","backward",4,2,3,2,2,2,2,2,1,0,0
"1416",1059,"BB","backward",4,2,0,0,0,0,0,0,0,0,0
"1417",1060,"FB","forward",4,1,1,1,1,1,1,1,0,0,0
"1418",1060,"FB","forward",4,1,1,1,1,1,1,1,0,0,0
"1419",1060,"FB","forward",4,1,1,1,1,1,1,1,0,0,0
"1420",1060,"FB","forward",3,1,1,1,1,1,1,1,0,0,0
"1421",1060,"FB","forward",3,1,1,0,0,1,0,0,0,0,0
"1422",1060,"FB","forward",3,1,1,1,1,1,1,1,0,0,0
"1423",1060,"FB","forward",2,1,1,1,1,1,1,1,0,0,0
"1424",1060,"FB","forward",2,1,4,3,2,4,2,3,0,0,0
"1425",1060,"FB","forward",2,1,2,0,0,2,0,0,0,0,0
"1426",1060,"FB","forward",1,1,4,4,3,2,1,2,2,2,2
"1427",1060,"FB","forward",1,1,6,2,2,4,2,2,2,0,0
"1428",1060,"FB","forward",1,1,0,0,0,0,0,0,0,0,0
"1429",1060,"FB","backward",1,2,0,0,0,0,0,0,0,0,0
"1430",1060,"FB","backward",1,2,6,6,4,2,2,2,4,2,4
"1431",1060,"FB","backward",1,2,3,0,0,1,0,0,2,0,0
"1432",1060,"FB","backward",2,2,4,4,0,4,0,4,0,0,0
"1433",1060,"FB","backward",2,2,4,2,2,2,2,0,2,0,2
"1434",1060,"FB","backward",2,2,2,0,0,2,0,0,0,0,0
"1435",1060,"FB","backward",3,2,1,1,1,1,1,1,0,0,0
"1436",1060,"FB","backward",3,2,0,0,0,0,0,0,0,0,0
"1437",1060,"FB","backward",3,2,0,0,0,0,0,0,0,0,0
"1438",1060,"FB","backward",4,2,0,0,0,0,0,0,0,0,0
"1439",1060,"FB","backward",4,2,0,0,0,0,0,0,0,0,0
"1440",1060,"FB","backward",4,2,0,0,0,0,0,0,0,0,0
"1441",1061,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1442",1061,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1443",1061,"BB","backward",1,1,0,0,0,0,0,0,0,0,0
"1444",1061,"BB","backward",2,1,0,0,0,0,0,0,0,0,0
"1445",1061,"BB","backward",2,1,4,4,4,0,0,0,4,4,4
"1446",1061,"BB","backward",2,1,0,0,0,0,0,0,0,0,0
"1447",1061,"BB","backward",3,1,0,0,0,0,0,0,0,0,0
