Subject,SubjectID,Condition ,Trial,recall_order,current_day,trial_day,trial_time,day_no,days_past,trial,RT,condition_time_box,Response,Total Number of People,Unique Within Day,Unique Overall,Specific Description,Vague Description,Vague.Unique.Overall,Vague.Unique.Day,Specific.Unique.Overall,Specific.Unique.Day,Plural.Exists,Only.Number.Exists
1001,4k6754ce3x,BF,backward,1,Monday,Monday,evening,1,1,1,40419.185,Evening (after 6 pm),"My mom, my dad, my sister",3,3,3,3,0,0,0,3,3,,
1001,4k6754ce3x,BF,backward,1,Monday,Monday,midday,1,1,2,24491.365,Midday (noon - 6 pm),"my mom, my dad, my sister, the lady that did my eyebrows",4,4,4,3,1,1,1,3,3,,
1001,4k6754ce3x,BF,backward,1,Monday,Monday,morning,1,1,3,17016.03,Morning (until noon),"my mom, my dad, my sister",3,2,2,3,0,0,0,2,2,,
1001,4k6754ce3x,BF,backward,1,Monday,Sunday,evening,2,2,4,13914.81,Evening (after 6 pm),my roommate,1,1,1,1,0,0,0,1,1,,
1001,4k6754ce3x,BF,backward,1,Monday,Sunday,midday,2,2,5,32196.14,Midday (noon - 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,backward,1,Monday,Sunday,morning,2,2,6,4309.590001,Morning (until noon),my roommate,1,1,1,1,0,0,0,1,1,,
1001,4k6754ce3x,BF,backward,1,Monday,Saturday,evening,3,3,7,6563.295,Evening (after 6 pm),my roommate,1,1,0,1,0,0,0,0,1,,
1001,4k6754ce3x,BF,backward,1,Monday,Saturday,midday,3,3,8,27959.395,Midday (noon - 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,backward,1,Monday,Saturday,morning,3,3,9,11676.84,Morning (until noon),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,backward,1,Monday,Friday,evening,4,4,10,6989.244999,Evening (after 6 pm),my roommate,1,1,1,1,0,0,0,1,1,,
1001,4k6754ce3x,BF,backward,1,Monday,Friday,midday,4,4,11,3366.154999,Midday (noon - 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,backward,1,Monday,Friday,morning,4,4,12,3469.815,Morning (until noon),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,forward,2,Monday,Friday,morning,4,1,13,32333.08,Morning (until noon),"my roommate, person at dining hall packing my food",2,2,2,1,1,1,1,1,1,,
1001,4k6754ce3x,BF,forward,2,Monday,Friday,midday,4,1,14,5608.48,Midday (noon - 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,forward,2,Monday,Friday,evening,4,1,15,3378.425,Evening (after 6 pm),my roommate,1,1,1,1,0,0,0,1,1,,
1001,4k6754ce3x,BF,forward,2,Monday,Saturday,morning,3,2,16,19484.4,Morning (until noon),"my roommate, person at dining hall packing my food",2,2,0,1,1,0,0,0,2,,
1001,4k6754ce3x,BF,forward,2,Monday,Saturday,midday,3,2,17,6884.245,Midday (noon - 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,forward,2,Monday,Saturday,evening,3,2,18,3153.16,Evening (after 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,forward,2,Monday,Sunday,morning,2,3,19,6304.795001,Morning (until noon),my roommate,1,1,1,1,0,0,0,1,1,,
1001,4k6754ce3x,BF,forward,2,Monday,Sunday,midday,2,3,20,3630.855001,Midday (noon - 6 pm),my roommate,1,0,0,1,0,0,0,0,0,,
1001,4k6754ce3x,BF,forward,2,Monday,Sunday,evening,2,3,21,27606.34,Evening (after 6 pm),"my mom, my dad, my sister",3,2,1,3,0,0,0,1,2,,
1001,4k6754ce3x,BF,forward,2,Monday,Monday,morning,1,4,22,7423.53,Morning (until noon),"my mom, my dad, my sister",3,3,1,3,0,0,0,1,3,,
1001,4k6754ce3x,BF,forward,2,Monday,Monday,midday,1,4,23,9112.865,Midday (noon - 6 pm),"my mom, my dad, my sister",3,0,0,3,0,0,0,0,0,,
1001,4k6754ce3x,BF,forward,2,Monday,Monday,evening,1,4,24,14449.35,Evening (after 6 pm),"my mom, my dad, my sister, the lady doing my eyebrows",4,1,1,3,1,0,1,1,0,,
1002,4t7v6dty74,BB,backward,1,Saturday,Saturday,evening,1,1,1,33214.69,Evening (after 6 pm),"best friend at isr, 2 friends at isr",3,3,3,3,0,0,0,3,3,,
1002,4t7v6dty75,BB,backward,1,Saturday,Saturday,midday,1,1,2,14006.97,Midday (noon - 6 pm),best friend,1,1,1,1,0,0,0,1,1,,
1002,4t7v6dty76,BB,backward,1,Saturday,Saturday,morning,1,1,3,11198.705,Morning (until noon),2 friends at apartment,2,2,2,2,0,0,0,2,2,,
1002,4t7v6dty77,BB,backward,1,Saturday,Friday,evening,2,2,4,8225.31,Evening (after 6 pm),parents,2,2,2,2,0,0,0,2,2,,
1002,4t7v6dty78,BB,backward,1,Saturday,Friday,midday,2,2,5,4100.915,Midday (noon - 6 pm),parents,2,1,0,2,0,0,0,0,1,,
1002,4t7v6dty79,BB,backward,1,Saturday,Friday,morning,2,2,6,6380.375,Morning (until noon),mom,1,0,0,1,0,0,0,0,0,,
1002,4t7v6dty80,BB,backward,1,Saturday,Thursday,evening,3,3,7,3511.835,Evening (after 6 pm),parents,2,2,0,2,0,0,0,0,2,,
1002,4t7v6dty81,BB,backward,1,Saturday,Thursday,midday,3,3,8,4702.57,Midday (noon - 6 pm),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty82,BB,backward,1,Saturday,Thursday,morning,3,3,9,2630.58,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty83,BB,backward,1,Saturday,Wednesday,evening,4,4,10,3497.72,Evening (after 6 pm),parents,2,2,0,2,0,0,0,0,2,,
1002,4t7v6dty84,BB,backward,1,Saturday,Wednesday,midday,4,4,11,2296.855,Midday (noon - 6 pm),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty85,BB,backward,1,Saturday,Wednesday,morning,4,4,12,1696.25,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty86,BB,backward,2,Saturday,Saturday,evening,1,1,13,18533.64,Evening (after 6 pm),"best friend at isr, 2 friends at isr",3,3,3,3,0,0,0,3,3,,
1002,4t7v6dty87,BB,backward,2,Saturday,Saturday,midday,1,1,14,12151.805,Midday (noon - 6 pm),2 friends at apartment,2,0,0,2,0,0,0,0,0,,
1002,4t7v6dty88,BB,backward,2,Saturday,Saturday,morning,1,1,15,4747.59,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty89,BB,backward,2,Saturday,Friday,evening,2,2,16,3972.355,Evening (after 6 pm),parents,2,2,0,2,0,0,0,0,2,,
1002,4t7v6dty90,BB,backward,2,Saturday,Friday,midday,2,2,17,3005.355,Midday (noon - 6 pm),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty91,BB,backward,2,Saturday,Friday,morning,2,2,18,2225.285,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty92,BB,backward,2,Saturday,Thursday,evening,3,3,19,2655.45,Evening (after 6 pm),parents,2,2,0,2,0,0,0,0,2,,
1002,4t7v6dty93,BB,backward,2,Saturday,Thursday,midday,3,3,20,2048.735,Midday (noon - 6 pm),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty94,BB,backward,2,Saturday,Thursday,morning,3,3,21,1061.975,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty95,BB,backward,2,Saturday,Wednesday,evening,4,4,22,2642.365,Evening (after 6 pm),parents,2,2,0,2,0,0,0,0,2,,
1002,4t7v6dty96,BB,backward,2,Saturday,Wednesday,midday,4,4,23,1944.39,Midday (noon - 6 pm),xx,0,0,0,0,0,0,0,0,0,,
1002,4t7v6dty97,BB,backward,2,Saturday,Wednesday,morning,4,4,24,1260.895,Morning (until noon),xx,0,0,0,0,0,0,0,0,0,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Saturday,evening,1,1,1,39163.72,Evening (after 6 pm),"Brother, Mother, Father, German",4,4,4,4,0,0,0,4,4,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Saturday,midday,1,1,2,39616.135,Midday (noon - 6 pm),"Brother, Mother, Ahmed",3,2,2,3,0,0,0,2,2,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Saturday,morning,1,1,3,11897.485,Morning (until noon),"Brother, Mother",2,2,2,2,0,0,0,2,2,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Friday,evening,2,2,4,12758.395,Evening (after 6 pm),"Brother, Mother",2,2,0,2,0,0,0,0,2,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Friday,midday,2,2,5,12754.33,Midday (noon - 6 pm),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Friday,morning,2,2,6,6000.175,Morning (until noon),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Thursday,evening,3,3,7,13035.815,Evening (after 6 pm),"Brother, Mother",2,2,1,2,0,0,0,1,2,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Thursday,midday,3,3,8,23558.255,Midday (noon - 6 pm),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Thursday,morning,3,3,9,6179.45,Morning (until noon),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Wednesday,evening,4,4,10,13705.5,Evening (after 6 pm),"Brother, Mother, German",3,3,1,3,0,0,0,1,3,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Wednesday,midday,4,4,11,7480.83,Midday (noon - 6 pm),"Brother, Mother, German",3,0,0,3,0,0,0,0,0,,
1003,ag4f37ymkw,BF,backward,1,Saturday,Wednesday,morning,4,4,12,12761.45,Morning (until noon),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Wednesday,morning,4,1,13,16239.21,Morning (until noon),"Brother, Mother",2,2,0,2,0,0,0,0,2,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Wednesday,midday,4,1,14,6193.23,Midday (noon - 6 pm),"Brother, Mother, German",3,1,1,3,0,0,0,1,1,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Wednesday,evening,4,1,15,13931.05,Evening (after 6 pm),"Brother, Mother, Father, German",4,2,0,4,0,0,0,0,2,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Thursday,morning,3,2,16,9652.065,Morning (until noon),"Brother, Mother",2,2,0,2,0,0,0,0,2,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Thursday,midday,3,2,17,10689.965,Midday (noon - 6 pm),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Thursday,evening,3,2,18,9374.28,Evening (after 6 pm),"Brother, Mother,Father",3,1,0,3,0,0,0,0,1,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Friday,morning,2,3,19,6663.195,Morning (until noon),"Brother, Mother",2,2,0,2,0,0,0,0,2,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Friday,midday,2,3,20,6237.56,Midday (noon - 6 pm),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Friday,evening,2,3,21,9146.155,Evening (after 6 pm),"Brother, Mother, Father",3,1,0,3,0,0,0,0,1,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Saturday,morning,1,4,22,22279.145,Morning (until noon),"Brother, Mother",2,2,0,2,0,0,0,0,2,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Saturday,midday,1,4,23,16465.75,Midday (noon - 6 pm),"Brother, Mother, Ahmed",3,1,1,3,0,0,0,1,1,,
1003,ag4f37ymkw,BF,forward,2,Saturday,Saturday,evening,1,4,24,11643.34,Evening (after 6 pm),"Brother, Mother",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe6,FB,forward,1,Sunday,Thursday,morning,1,4,1,18169.22,Morning (until noon),Leah,1,1,1,1,0,0,0,1,1,,
1004,at6vyzhoe7,FB,forward,1,Sunday,Thursday,midday,1,4,2,21476.59,Midday (noon - 6 pm),"Leah, Sam",2,2,2,2,0,0,0,2,2,,
1004,at6vyzhoe8,FB,forward,1,Sunday,Thursday,evening,1,4,3,6327.965,Evening (after 6 pm),"Leah, Sam",2,1,1,2,0,0,0,1,1,,
1004,at6vyzhoe9,FB,forward,1,Sunday,Friday,morning,2,3,4,10652.665,Morning (until noon),Leah,1,1,0,1,0,0,0,0,1,,
1004,at6vyzhoe10,FB,forward,1,Sunday,Friday,midday,2,3,5,11606.06,Midday (noon - 6 pm),"Leah, Sam",2,1,1,2,0,0,0,1,1,,
1004,at6vyzhoe11,FB,forward,1,Sunday,Friday,evening,2,3,6,4292.07,Evening (after 6 pm),no one,0,0,0,0,0,0,0,0,0,,
1004,at6vyzhoe12,FB,forward,1,Sunday,Saturday,morning,3,2,7,9563.205,Morning (until noon),"Leah, Sam",2,2,0,2,0,0,0,0,2,,
1004,at6vyzhoe13,FB,forward,1,Sunday,Saturday,midday,3,2,8,8646.73,Midday (noon - 6 pm),"Sam, Leah, Leah",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe14,FB,forward,1,Sunday,Saturday,evening,3,2,9,14628.49,Evening (after 6 pm),no one,0,0,0,0,0,0,0,0,0,,
1004,at6vyzhoe15,FB,forward,1,Sunday,Sunday,morning,4,1,10,9094.44,Morning (until noon),"Leah, Sam, Leah",2,2,1,2,0,0,0,1,2,,
1004,at6vyzhoe16,FB,forward,1,Sunday,Sunday,midday,4,1,11,16730.915,Midday (noon - 6 pm),"Leah, Sam, Leah",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe17,FB,forward,1,Sunday,Sunday,evening,4,1,12,5867.79,Evening (after 6 pm),no one,0,0,0,0,0,0,0,0,0,,
1004,at6vyzhoe18,FB,backward,2,Sunday,Sunday,evening,1,1,13,5959.815,Evening (after 6 pm),no one,0,0,0,0,0,0,0,0,0,,
1004,at6vyzhoe19,FB,backward,2,Sunday,Sunday,midday,1,1,14,9088.435,Midday (noon - 6 pm),"Leah, Sam, Leah",2,2,0,2,0,0,0,0,2,,
1004,at6vyzhoe20,FB,backward,2,Sunday,Sunday,morning,1,1,15,10476.885,Morning (until noon),"Leah, Sam, Leah",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe21,FB,backward,2,Sunday,Saturday,evening,2,2,16,11312.91,Evening (after 6 pm),"Leah, Sam, Leah",2,2,0,2,0,0,0,0,2,,
1004,at6vyzhoe22,FB,backward,2,Sunday,Saturday,midday,2,2,17,8713.415,Midday (noon - 6 pm),"Leah, Sam, Leah",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe23,FB,backward,2,Sunday,Saturday,morning,2,2,18,8387.345,Morning (until noon),"Sam, Leah",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe24,FB,backward,2,Sunday,Friday,evening,3,3,19,8167.355,Evening (after 6 pm),no one,0,0,0,0,0,0,0,0,0,,
1004,at6vyzhoe25,FB,backward,2,Sunday,Friday,midday,3,3,20,9089.68,Midday (noon - 6 pm),"Leah, Sam",2,2,0,2,0,0,0,0,2,,
1004,at6vyzhoe26,FB,backward,2,Sunday,Friday,morning,3,3,21,3443.155,Morning (until noon),Leah,1,0,0,1,0,0,0,0,0,,
1004,at6vyzhoe27,FB,backward,2,Sunday,Thursday,evening,4,4,22,15431.67,Evening (after 6 pm),"Leah, Sam",2,2,0,2,0,0,0,0,2,,
1004,at6vyzhoe28,FB,backward,2,Sunday,Thursday,midday,4,4,23,4721.975,Midday (noon - 6 pm),"Leah, Sam",2,0,0,2,0,0,0,0,0,,
1004,at6vyzhoe29,FB,backward,2,Sunday,Thursday,morning,4,4,24,2806.26,Morning (until noon),Leah,1,0,0,1,0,0,0,0,0,,
1005,bjay8wy8n5,FF,forward,1,Thursday,Monday,morning,1,4,1,24817.825,Morning (until noon),nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n6,FF,forward,1,Thursday,Monday,midday,1,4,2,6692.3,Midday (noon - 6 pm),nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n7,FF,forward,1,Thursday,Monday,evening,1,4,3,8763.635,Evening (after 6 pm),nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n8,FF,forward,1,Thursday,Tuesday,morning,2,3,4,10437.38,Morning (until noon),Roy,1,1,1,1,0,0,0,1,1,,
1005,bjay8wy8n9,FF,forward,1,Thursday,Tuesday,midday,2,3,5,4748.97,Midday (noon - 6 pm),Yash,1,1,1,1,0,0,0,1,1,,
1005,bjay8wy8n10,FF,forward,1,Thursday,Tuesday,evening,2,3,6,6027.09,Evening (after 6 pm),Yash,1,0,0,1,0,0,0,0,0,,
1005,bjay8wy8n11,FF,forward,1,Thursday,Wednesday,morning,3,2,7,10412.66,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n12,FF,forward,1,Thursday,Wednesday,midday,3,2,8,2204.445,Midday (noon - 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n13,FF,forward,1,Thursday,Wednesday,evening,3,2,9,1915.365,Evening (after 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n14,FF,forward,1,Thursday,Thursday,morning,4,1,10,3435.07,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n15,FF,forward,1,Thursday,Thursday,midday,4,1,11,2779.015,Midday (noon - 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n16,FF,forward,1,Thursday,Thursday,evening,4,1,12,3854.215,Evening (after 6 pm),n/a,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n17,FF,forward,2,Thursday,Monday,morning,1,4,13,3466.355,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n18,FF,forward,2,Thursday,Monday,midday,1,4,14,2121.33,Midday (noon - 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n19,FF,forward,2,Thursday,Monday,evening,1,4,15,1211.745,Evening (after 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n20,FF,forward,2,Thursday,Tuesday,morning,2,3,16,3524.785,Morning (until noon),roy,1,1,1,1,0,0,0,1,1,,
1005,bjay8wy8n21,FF,forward,2,Thursday,Tuesday,midday,2,3,17,2881.29,Midday (noon - 6 pm),yash,1,0,0,1,0,0,0,0,0,,
1005,bjay8wy8n22,FF,forward,2,Thursday,Tuesday,evening,2,3,18,3726.63,Evening (after 6 pm),yash,1,0,0,1,0,0,0,0,0,,
1005,bjay8wy8n23,FF,forward,2,Thursday,Wednesday,morning,3,2,19,2721.67,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n24,FF,forward,2,Thursday,Wednesday,midday,3,2,20,2941.745,Midday (noon - 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n25,FF,forward,2,Thursday,Wednesday,evening,3,2,21,1709.08,Evening (after 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n26,FF,forward,2,Thursday,Thursday,morning,4,1,22,2243.255,Morning (until noon),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n27,FF,forward,2,Thursday,Thursday,midday,4,1,23,1652.445,Midday (noon - 6 pm),Nobody,0,0,0,0,0,0,0,0,0,,
1005,bjay8wy8n28,FF,forward,2,Thursday,Thursday,evening,4,1,24,2355.55,Evening (after 6 pm),n/a,0,0,0,0,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Wednesday,evening,1,1,1,11006.61,Evening (after 6 pm),it is not yet evening,0,0,0,0,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Wednesday,midday,1,1,2,39557.91,Midday (noon - 6 pm),"Ethan, Sam",2,2,2,2,0,0,0,2,2,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Wednesday,morning,1,1,3,60838.255,Morning (until noon),"Roberson, Boast, Allsbrooks, Schmitt, Villanova, Berryhill, Gerst, Briick, Brown, Damewood, Kempf",11,11,11,11,0,0,0,11,11,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Tuesday,evening,2,2,4,23838.685,Evening (after 6 pm),"Roberson, Bright, Thompson, Colin",4,4,3,4,0,0,0,3,4,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Tuesday,midday,2,2,5,20141.975,Midday (noon - 6 pm),"Ethan, Sam",2,1,1,2,0,0,0,1,1,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Tuesday,morning,2,2,6,30894.155,Morning (until noon),"DeTulleo, Briick, Kane, Spitzner, Gould",5,4,4,5,0,0,0,4,4,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Monday,evening,3,3,7,27726.73,Evening (after 6 pm),"Ethan, Adam, Sam, Lee, Ryan",5,5,3,5,0,0,0,3,5,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Monday,midday,3,3,8,17710.27,Midday (noon - 6 pm),Nobody else,0,0,0,0,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Monday,morning,3,3,9,6558.12,Morning (until noon),Nobody else,0,0,0,0,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Sunday,evening,4,4,10,25782.96,Evening (after 6 pm),"Ethan, Sam",2,2,0,2,0,0,0,0,2,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Sunday,midday,4,4,11,5142.37,Midday (noon - 6 pm),"Adam, Lee",2,0,0,2,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,1,Wednesday,Sunday,morning,4,4,12,3070.475,Morning (until noon),Boast,1,0,0,1,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Wednesday,evening,1,1,13,6893.13,Evening (after 6 pm),It is not evening,0,0,0,0,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Wednesday,midday,1,1,14,7278.825,Midday (noon - 6 pm),"Bright, Sam",2,2,0,2,0,0,0,0,2,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Wednesday,morning,1,1,15,54086.09,Morning (until noon),"Kisantier, Roberson, Allsbrooks, Adam, Lee, Villanova, Schmitt, Boast, Bright, Sam, Briick, Brown, Berryhill",13,11,1,13,0,0,0,1,11,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Tuesday,evening,2,2,16,55678.825,Evening (after 6 pm),"Roberson, Bright, Thompson, Colin, Mietti, Gerst, Yim, Lee, Brautigam, Hudson, Adam",11,11,5,11,0,0,0,5,11,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Tuesday,midday,2,2,17,12222.395,Midday (noon - 6 pm),"Bright, Lee, Adam, Sam",4,0,0,4,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Tuesday,morning,2,2,18,11398.285,Morning (until noon),"Briick, DeTulleo, Kane, Adam",4,0,0,4,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Monday,evening,3,3,19,19278.5,Evening (after 6 pm),"Sam, Bright, Lee, Ryan, Adam",5,5,0,5,0,0,0,0,5,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Monday,midday,3,3,20,11838.44,Midday (noon - 6 pm),"Bright, Sam, Adam",3,0,0,3,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Monday,morning,3,3,21,10214.635,Morning (until noon),"Bright, Sam, Adam, Lee",4,0,0,4,0,0,0,0,0,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Sunday,evening,4,4,22,13502.305,Evening (after 6 pm),"Bright, Sam, Adam",3,3,0,3,0,0,0,0,3,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Sunday,midday,4,4,23,8806.345,Midday (noon - 6 pm),"Bright, Sam, Adam, lee",4,1,0,4,0,0,0,0,1,,
1006,h9c571e7gv,BB,backward,2,Wednesday,Sunday,morning,4,4,24,6558.325,Morning (until noon),Boast,1,0,0,1,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Tuesday,evening,1,1,1,14533.495,Evening (after 6 pm),"Patrick Thornton, Seth Collins ",2,2,2,2,0,0,0,2,2,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Tuesday,midday,1,1,2,9861.51,Midday (noon - 6 pm),Seth Collins,3,3,3,1,0,0,0,3,3,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Tuesday,morning,1,1,3,7074.56,Morning (until noon),No one,0,0,0,0,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Monday,evening,2,2,4,22391.93,Evening (after 6 pm),"Reuben Sathievelu, Catarino Martinez, Dhriv Shah, Brandon Han",4,4,4,4,0,0,0,4,4,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Monday,midday,2,2,5,8987.41,Midday (noon - 6 pm),"Brandon Han, Dhruv Shah",2,0,0,2,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Monday,morning,2,2,6,5506.655,Morning (until noon),Seth Collins,1,0,0,1,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Sunday,evening,3,3,7,11180.42,Evening (after 6 pm),Reuben Sathievelu,1,1,1,1,0,0,0,1,1,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Sunday,midday,3,3,8,14905.455,Midday (noon - 6 pm),"Dhruv Shah, Evan Preston",2,1,1,2,0,0,0,1,1,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Sunday,morning,3,3,9,8298.46,Morning (until noon),No one,0,0,0,0,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Saturday,evening,4,4,10,13026.09,Evening (after 6 pm),"John Slubowski, Bart Szuemiec ",2,2,2,2,0,0,0,2,2,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Saturday,midday,4,4,11,40989.46,Midday (noon - 6 pm),"Reuben Sathievelu, Brandon Han, Dhruv Shah, Catarino Martinez, Christian Ramierez",5,3,1,5,0,0,0,1,3,,
1007,hwq5a5fd8c,BF,backward,1,Tuesday,Saturday,morning,4,4,12,5794.71,Morning (until noon),No one,0,0,0,0,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,forward,2,Tuesday,Saturday,morning,4,1,13,9046.835,Morning (until noon),Seth Collins,1,1,0,1,0,0,0,0,1,,
1007,hwq5a5fd8c,BF,forward,2,Tuesday,Saturday,midday,4,1,14,14994.415,Midday (noon - 6 pm),"Dhruv Shah, Brandon Han, Reuben Sathievelu",3,2,0,3,0,0,0,0,2,,
1007,hwq5a5fd8c,BF,forward,2,Tuesday,Saturday,evening,4,1,15,16183.045,Evening (after 6 pm),"Catarino Martinez, Brandon Han, Dhruv Shah ",3,0,0,3,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,forward,2,Tuesday,Sunday,morning,3,2,16,13226.75,Morning (until noon),"John Slubowski, Bart Szumiec",2,2,0,2,0,0,0,0,2,,
1007,hwq5a5fd8c,BF,forward,2,Tuesday,Sunday,midday,3,2,17,9120.53,Midday (noon - 6 pm),Reuben Sathievelu,1,0,0,1,0,0,0,0,0,,
1007,hwq5a5fd8c,BF,forward,2,Tuesday,Sunday,evening,3,2,18,11514.92,Evening (after 6 pm),Seth Collins,1,0,0,1,0,0,0,0,0,,
